label	text
0	@mgerasimov Добрый день! Для решения Вашего вопроса,пожалуйста, пришлите нам номер Вашего логина. #билайн
1	Спасибо любимый билайн:DD http://t.co/KCANsEiPsy
0	"@Maro4nik Здравствуйте!У нас проводиться Викторина ""Смартфон для эрудита"".Пож-та,ознакомьтесь с условиями по номеру 0846(беспл.). #билайн"
0	RT @Beeline_RUS: @__JuliaBelieber Здрав-те!Спасибо за проявленное внимание.В Новом году желаю Вам яркого праздника,светлых улыбок,здоровья,…
0	@_Beeline_kz  ДВ, нужна ваша помощь, пож-ста отзовитесь :)) детали отправлены личн.сообщением. Спасибо.
0	##билайн мастер http://t.co/CchzBQIpwX
0	@mr_Vector Добрый день!Для решения Вашего вопроса,пож-та,пришлите нам номер Вашего логина? #билайн
0	ВымпелКом и Out There Media запускают мобильную рекламу в России: 20 копеек на счет за SMS
0	@pretty_shame Надеемся,что в устной беседе от 28.12.2013 наш сотрудник предоставил полный ответ  на Ваши вопросы.Приятного общения! #билайн
0	Спасибо, Билайн, я тоже надеюсь, что следующий год будет лучше... http://t.co/cz9REd0Nn3
0	Интересно,а Билайн и Киевстар-2 разные компании или одно и тоже?Я считаю,что это одно и тоже,а суппорт (cont) http://t.co/eJENLdCd4S
0	@okhudyakov Для автоинформирования об изменениях Вы можете подключить подписку на новости на сайте http://t.co/WvRyIfBadz(бесплатно).#билайн
0	RT @_Beeline_kz: CEO Beeline Казахстан Тарас Пархоменко признан лучшим менеджером Казахстана в премии «Люди года» по версии Vlast.kz! http:…
0	@skrasko Ваше письмо получено,ведется проверка. В ближайшее время с Вами свяжутся для решения. #билайн
0	@Kazakova_Julia Добрый день!Если у Вас возникают сложности по работе наших услуг,пож-та,напишите нам. Готовы помочь в решении. #билайн
0	RT @EanBothe: Бизнес-тарифы Beeline для частных абонентов
0	RT @XA33A_HA_MAPCE: ПРОСТО СКРЫТАЯ РЕКЛАМА БИЛАЙНА http://t.co/VNQVNWvw4M
0	@DuDlik_SPB да странно, например beeline два раза показывает.
0	Опубликовано фото @ Салон связи Билайн http://t.co/3cLd2tC0Bh
0	@vidoq1 Чтобы мы могли на ситуацию повлиять,нам требуется Ваш номер.Пож-та,отправьте его и ссылку на твит нам на pomogite@beeline.ru.
0	@SPotresov @Beeline_RUS На Хайвее, разумеется.
-1	#stuffing Билайн - унылая хуйня. Я никогда не сомневался.
0	Ребятня))У кого БИЛАЙН ДАЙТЕ МНЕ СВОИ НОМЕРА ПЛИИИЗ
1	ох,Билайн,ты один шлешь мне смс и поздравляешь с праздником. Я буду хранить тебе преданность и любовь вечно. Я твой навеки,свет очей моих
0	Ктон-нибудь пользуется 3G от билайн?
0	http://t.co/c44WTAq7jd безумные дни билайн закончилась? http://t.co/k4gsCNXEbn самопознание учебник 2класса
0	RT @GallandYamilet: http://t.co/uDeLkV4p1E билайн мобильный перевод с телефона на телефон
0	RT @Anna_Anna29: в билайне как узнать свой номер http://t.co/FpDZtLbdMZ
-1	Забыл пароль от личного кабинета проводного @Beeline_RUS. Сайт восстановить не даёт. Робот в телефоне не знает мой контактный номер. Дебилы.
0	Ох все так раскричались про @Beeline_Omsk ,а я уже про них забыла. У них маркетолог из Новатора?
0	"""Вымпелком"" в июне начнет продавать корпоративным клиентам в Москве смартфоны iPhone, HTC, Huawei и Alcatel по цене на 40% ниже розничной..."
0	[02.04.2013] Домашнее Цифровое Телевидение «Билайн» приходит на iPad - Mobiset.ru #чайки
0	@_Beeline_kz Как узнать подключен ли в моем доме Билайн Интернет, через сайт http://t.co/mopgsxB6BI не находит мою улицу
0	"@mamyraimov  дом будет подключен, в торцовой части Вашей двери будет табличка ""Интернет Дома Beeline"", с контактными номерами для подачи"
0	Димитрова, 43 (Билайн) пн-пт: с 10-00 до 18-00 сб-вс: с 10-00 до 15-00 доставка от 3 до 7 дней.
0	БИЛАЙН, ОПЕРАТОР СВЯЗИ
1	Сегодня опять пойду за новым номером. Хочу на Билайн
1	RT @atlonbuyper: Билайн решил меня поздравить с днем рождения на день раньше, быть первым!:D
1	Пока что с Новым Годом меня поздравил мой любимый Пони и Билайн :DDDDD
-1	@Beeline_RUS пришел ответ, по которому остается только послать вашу пидорскую контору нахуй
-1	@alt_77 @beeline_rus Уже послали!Написали,что ограничений нет и вообще отрубили инет,выдав ошибку 619! С Новым годом,называется!(
1	"Такая домашняя атмосфера ....преждевременные подарочки ..так приятно ))
И поздравления от Билайна ..как мило )"
0	@bella_bastardo билайн, а что такое?
0	http://t.co/coad8IsrOr Интернет смс билайн-Бесплатная отправка СМС абонентам Билайн&amp;#8230;
0	Оплата по билайновкому банкомату http://t.co/vQg9yXrnJD
0	@Beeline_RUS услуга Хайвей действует на всей территории России или только в рамках домашнего региона?
0	@DYakomina уаххха нее, я про билайн 
0	@DimaBeeline @hawaiian_hello диман, нкс баттл продлили до 11го
0	@Beeline_RUS управлять услугами без личного кабинета? :) Ножками в офис? :)
-1	"Хорошая - я наконец-то купила айфон. Плохая - зашла в билайн за симкой, уже всё выбрала и тариф и номер и продавец говорит ""паспорт""."
1	И как всегда только бесплатный билайновский вайфай делает этот момент не таким печальным
0	@gornal ограничения касаются только смены тарифа и доступа к ЛК. Повторим, что подкл./откл. услуги можно с помощью спец. команд. #билайн
0	RT @stanberry25372: iPhone 5s можно будет купить у Билайна с 25 октября
0	@irubtsov если проверку уже проводили, то приносим извинения за повторный запрос. #билайн
-1	а у меня интернет лох, и его предоставитель лох! И все в Билайне лохи!
-1	Тупой билайн
-1	@Beeline_RUS капец билайн Когда приедут ваши спецы проверить моросит инет или нет. Позовите меня. Я им симку куда то засуну. Ненавижу вас
1	@Beeline_RUS Билайн Иваново,спасибо Вам за честный мобильный интернет и честные тарифы!Удачи в 2014 году!Ждем LTE.
0	@DV1ctor при возникновении ограничений обращайтесь, будем рады помочь! #билайн
0	Новогодних подарков от провайдеров не предвидится? @TelecomKZ и @_Beeline_kz тарифы не снижают?А давно пора, 6000 за безлимит 100 это много)
0	http://t.co/kDNio0p07S Ведите свой бизнес к победе билаин
0	@Marina_Golyb_ @Chaikaaaaaaaa  что ты ржешь,одного понять не могу??! Вон на билайне ёлка есть! Так что... в добрый,кис;)
-1	"билайн молча перевел меня на другой тариф
и молча съел 300 рублей. 
проверьте свой тарифный план в личном кабинете."
0	RT @beeline_uz: @zukhra_t В новости по ссылке указано, что это акция для абонентов тарифов предоплатной системы расчетов, Зухра :)
0	@santa_varvara, добрый день! Напишите, пожалуйста, Ваш номер телефона @Beeline_RUS, коллеги, добрый день, спасибо взяли
0	"@Beeline_RUS программа «Счастливое время» не рассчитана на пользователей с тарифами ""Все включено"" если вы укладываетесь в отведенные минуты"
0	@MLCorporation_, здравствуйте! Наше покрытие представлено на карте http://t.co/sge9ez9LJc, посмотрите, пожалуйста. #билайн
0	13 «Спарков» Мега Акции Beeline нашли своих обладателей  - http://t.co/iptb6Je82k #uzb
0	организационная структура вымпелком http://t.co/oT9kVwgRG6
0	@shippingall ,прости..Это скрытая реклама билаин!Ребят расходимся!тайна каскрыта
0	Сеть 3G «Билайн» в Красноярском крае растет
0	@PidorGay насовсем со звездочкой билайна (:
0	Новый офис продаж и обслуживания Beeline открыт к Новому году в супермаркете Orzu http://t.co/0yQYfmXCzh
0	@8encantada8 Билайн
0	@semiletos Здравствуйте! Надеемся, что наш сотрудник в устной беседе 30.12.2013 решил Ваш вопрос. #билайн
1	Билайн поздравил с нг. Люблю его :-):-):-)
0	@Alena15k ,это только с Билайна так можно?
0	Тут от «Билайна» пришла СМС – мол, общайтесь теперь с друзьями в три раза больше! Ок, блядь, но у меня печень не выдержит!
0	@Beeline_RUS Сделайте возможность смотреть остаток трафика на услуге ХАЙВЕЙ. А то не поймешь, толи мегабайты закончились, толи связь плохая!
0	"RT @somukykatij: RT @avpopovskiy: Анфиса Чехова - одна из первых клиентов нового салона ""Ноу-Хау"" от Билайн в ""Галерее Аэропорт"" http://t.c…"
0	Ребят,я на билайне)
0	@semiletos @Beeline_RUS компании http://t.co/uv2sEmS7Ob.
-1	Ебал я в рот ваш билайн._. У вас когда-нибудь хоть что-то бывает доступно?
1	обожаю билайн за то, что на нг каникулы включает мне мтв хитс и мтв рок
1	Все друг друга поздравляют в ленте :з А меня билайн поздравил! Это так мило :с
0	@meeowkim к великому сожалению, пока только Билайн… http://t.co/YtVSjQym8q
0	"Вам звонили: #####, 9 раз, последний - сегодня 06:18. ""Билайн"""
-1	RT @tecosyxotal: Пидорасы из билайна анально оградились, по телефонам 0674 и 0622 до оператора не дозвониться
-1	@Beeline_RUS у вас блять что там одни новички сидят??? Один специалист посылает к другому, другой к третьему -&gt;
0	@_Beeline_kz Да, было такое.
0	@Arubein Добрый вечер! Подскажите, пожалуйста, модель Вашего роутера и Ваш логин. Мы проверим работу сети. #билайн
-1	Опсосы начинают грести и захлёбываться. Мой #билайн уже пал до #noservice Кто следующий?
0	RT @harin49: #beeline настройки для планшета http://t.co/E2in9GrbhJ
0	#настроить подключение к интернету билайн http://t.co/TqDTNtGTvj
-1	Писец.. @Beeline_RUS лежит.. Я не могу никого не поздравить!!!
-1	@sorrow_sparrow эээ, мож билайн ебанулся и звонок не проходит? 1026, если что
-1	Вы готовитесь встречать Новый год, а #билайн списывает втихую деньги с ваших счетов и счетов ваших детей, увеличивая тарифы задним числом.
0	"RT @Keilsenel: @_wasdream_ @Chemical_air с нг кароч, посаны
Я с билайна"
0	RT @snowe1988: #настроить dir 320 nru билайн http://t.co/1fkEsLEQlZ
-1	Смс не отправляются, инета нет, при том что сеть есть и деньги на счету тоже. @Beeline_RUS поздравляет так с Новым годом, видимо.
0	@lavrikova Юлия, здравствуйте! Пожалуйста, уточните Ваш логин, проведем проверку. #билайн
0	Билайн обрадовал новогодним утром сообщением о том что нужно пополнить счет)))
-1	Какого хуя билайн всех поздравил , а меня нет? .-.
0	@CaptainLLL меня билайн :с
0	Реклама #Билайн: Возьми трубку! http://t.co/32fH6xtqyF #Сотовая связь http://t.co/Zz1uwxACzW
0	Реклама: #Билайн http://t.co/hsq7BFDTWT #Сотовая связь http://t.co/89OpXoX4oC
0	"Ахах) в фильме ""Ирония судьбы или с легким паром2"" заметила рекламу Билайн. Безруков ходит с желто-черным шарфом"
-1	Задолбал долбанный билайн, деньги со счёта постоянно пропадают, на все услуги и звонки-безлимит, плата фиксированная! Бесит! :-*
0	@ipolikarpov Иван, часть офисов работает, посмотрите подробную информацию на нашем сайте: http://t.co/xTtKBURaFX. #билайн
0	RT @tankut_ismail: #настройки apn билайн для планшета http://t.co/onzbL20Aao
-1	Пойду я спати-почивати, завтра опять утренняя встряска Билайну и себе. Зол был в 23 позвонил им, пусть знают что я такой
0	http://t.co/IqjjwP6dA8 Билайн 1 полицейский описание http://t.co/z3TjoldsNj
0	@Beeline_RUS доброе утро! надеюсь не забыли про меня?!
0	С Новым годом в «Технохабе». Компания «Билайн» http://t.co/AmTekQXWWq
0	@uleholtob, здравствуйте! Уточните, пожалуйста, какие ограничения наблюдаются? В каком городе Вы находитесь? #билайн
0	@v_krasnokutsky,отправьте, пожалуйста, на pomogite@beeline.ru Ваш номер телефона и подробное описание ситуации. Спасибо! #билайн
0	Как взять кредит на билайне?
-1	#Билайн наебщики.
1	Ахаха. Год начался хорошо! Я выиграл читалку от @_Beeline_kz . 
0	@milkin_sv,здрав-те! Конечно! Отправьте,пож-та, Ваш № телефона, ФИ владельца и ссылку на твит на pomogite@beeline.ru.Сообщим данные.#билайн
-1	Билайн дороже и хуже других операторов. Билайн работает все хуже и хуже. Буду добиваться ухода Билайна. Жалко время на это тратить- но буду.
0	@AlenaGubushkina, здравствуйте! Если потребуется помощь - дайте знать. С Новым годом! #билайн
0	@Beeline_RUS но там оплата идет каждый день по несколько рублей, а если что бы раз в месяц? На хайвей 1гб первый месяц 90р а дальше по 4р
0	Андрей Пятахин назначен гендиректором Beeline в Армении http://t.co/8geObFknpB
0	"@YuraYuraSheva, да, т.к. поддерживает 4G. Сейчас доступна акция ""4G USB-модем «Билайн» + SIM и месяц интернета за 1150 рублей!"".#билайн"
0	@Beeline_RUS При подключении нужен обзательно паспорт?
0	RT @Beeline_RUS: Кадры со съемок уже полюбившегося ролика «С новым годом, Страна» с Сергеем Светлаковым https://t.co/vWf4kUgOnU
0	#музыка билайн на телефон http://t.co/3k4dC75BsV
-1	Странное дело, именно сегодня с билайном что-то не то
0	RT @weferozukeg: мобильный интернет билайн тарифы http://t.co/DFwtc7SOPX
0	RT @rdinButt: с телефона билайн http://t.co/fu8z90lIaB Перевод
0	@belial07071 Спасибо за информацию, отправим на проверку! #билайн
0	@miha30ru, здравствуйте! Опция была подключена 03.10.2013, обновление трафика происходит каждые 30 дней с даты подключения услуги. #билайн
0	"""Билайн"" снизил цены на мобильный интернет в Европе и СНГ http://t.co/jIVh4EENpq #CNews"
0	@geris88VV, здравствуйте! Уточните, пожалуйста, Ваш логин, чтобы мы могли проверить причину. #билайн
0	RT @ycrouzet: #безлимитный интернет на билайн на телефон http://t.co/u0J4VWo5fw
1	@_supertazik_  а мне МОЙ ЛЮБИМЫЙ БИЛАЙН часто дарит 100 рублей , правда потом забирает , но главное что пишет :з
0	http://t.co/a1vDjOs4Hj Скачать справочник абонента билайн
-1	Билайн мрази конечно еще те
0	http://t.co/ud2bMhIpd1 #как узнать баланс на билайне
0	На Билайн ТВ канале Нил Патрик Харрис со своим мужем-женой..... Короче партнером ведут какую-то фейковую премию
0	@_Beeline_kz Да.
0	@fart181004 Сергей,ограничений в Белгороде не обнаружено. Пож-та, отправьте нам на pomogite@beeline.ru Ваш номер. Постараемся решить вопрос.
0	@Beeline_RUS Добрый вечер.Вы сегодня звонили. Что то важное хотели сказать?
0	"@forrestmengele у меня билайн, тариф ""всё включено L"""
0	@Beeline_RUS Спасибо. Изменил план через личный кабинет. Рад что с Вами
0	@eNerGy_33, надеемся, что в устной беседе сотрудник предоставил всю информацию.#билайн
0	@Beeline_RUS здр! Когда запустите сеть LTE в Якутске?
-1	Ну да, ну да. Пошли блять покупать сука. Консультант пидр и все они ебланы ненавижу билайн.
0	@Beeline_RUS ааа...т.е. появились виртуальные деньги и сейчас спишутся?
0	@JLugovaya, работы по восстановлению еще не завершены.О решении вопроса мы дополнительно Вас уведомим. Примите, пож-та, извинения. #билайн
0	тем у кого билайн.
0	@Komanda_Khimki, мы повторно передали вопрос. Пожалуйста, ожидайте звонка специалиста. #билайн
-1	бля сраный билайн.
0	@vovich76 Владимир, направьте, пож-та, нам на pomogite@beeline.ru номер Вашего телефона и ссылку на твит. Постараемся решить вопрос. #билайн
0	как вернуть ошибочный платеж билайн http://t.co/KJQIdjlYGy
0	@A_n_g_i_e_, мы готовы проверить корректность списаний. Пож-та, направьте нам на pomogite@beeline.ru Ваш номер и ссылку на твит. #билайн
0	@Beeline_RUS нет, спасибо, я позвонил в поддержку.
-1	"Посылаю очередной луч ненависти в сторону @Beeline_RUS 
Ваш биллинг в состоянии сам снимать деньги за услугу?"
1	RT @kindergartenmm: Перехожу на Билайн, нах
1	"Вынужден признать, что теперь у @Beeline_RUS отлиный ""Личный кабинет"". Это прогресс"
1	"Похоже, зря я посылал лучи ненависти в сторону @Beeline_RUS 
Видимо был пьян  и сам проглядел. :)"
0	@_Beeline_kz  когда подведете итог? #BeeNY
0	@Beeline_RUS да все верно
-1	RT @MonkasteR: Ёбаный Билайн! Третий вечер подряд нет инета. Расчленить этих полосатых говноделов. Лапки в одну сторону, крылья в другую, а…
1	Зачем @Beeline_RUS сделали такую классную рекламу #iPhone5S ? Я теперь хочу его ещё больше!:(
0	Билайн предложил вместо гудков поставить Стаса Михайлова. Какую выбрать песню?
0	#блог #минск #twiby роуминг в beeline: Фрилансеры выезжают на отдых в новогодние кан... http://t.co/RqMcoXGYqJ #этоважно #спб
0	#блог #минск #twiby роуминг в beeline: Фрилансеры выезжают на отдых в новогодние кан... http://t.co/lB90qSgRxO #этоважно #спб
0	@maxim_zhidkov96 Благодарны Вам за отзыв!Очень приятно! Желаем позитивного вечера и отличного настроения!  #билайн
1	@Beeline_RUS Все заработало! Спасибо за оперативное решение проблемы!
-1	Наверное, стоит поднять волну в Интернете и в прессе против @Beeline_RUS Иначе трудно их заставить делать то, что они обязаны.
0	Своровала шар с елки в салоне #Билайн. Испытала маньяческий оргазм души и тела 
0	RT @sprinter_1989: #как с билайна перевести денег http://t.co/h5TSIExYj3
0	Zaletchikya «Билайн» готовит «Разделяемый интернет» для нескольких номеров
0	@sd0107, здравствуйте! Вы знаете номер заявки? #билайн
0	изза симки еще в билайн надо сходить а то потом времени не будет
0	@Beeline_RUS У вас что отключение услуг через оператора платное?
0	@Beeline_RUS боюсь, только меня одного это беспокоит.
0	@Beeline_RUS Будь в курсе- услуга. В ответ на Ussd возвращает- услуга недоступна для подключения.
0	@Beeline_RUS @sd0107 держите и нас в курсе
0	“@SPotresov: Четыре минуты полуночного твиттер-героизма ;) http://t.co/OB0rE8EjmN” @Beeline_RUS
-1	билайн охуел: за бесплатные смс берет 3 рубля/шт. все деньги потратила :(
0	@o_ovsienko Просто нет подключения или появляется какая-то ошибка? #билайн
0	@toppinambur, здравствуйте! Напишите, пожалуйста, Ваш логин - проверим, в чем причина. #билайн
0	как звонить за счёт собеседника билайн http://t.co/70g7G3UcGX
0	"Только сейчас смекнула почему у билайна слоган "" живи на яркой стороне""."
0	@Beeline_RUS Здравствуйте при данном звонке была достигнута договоренность на счет тестирования сети. Я завтра еду на дачу и пробуду там...
0	@CPP_VLG, здравствуйте! Извините, пожалуйста, в ближайшее время исправим информацию на сайте! #билайн
0	билайн ваще 
1	"Как же радует реклама Билайн!
Светлаков классно вписывается в неё!
Поднимает настроеньку , откровенно говоря!"
-1	Никогда больше не буду клиентом @Beeline_RUS. Ничего не работает, деньги ни с того ни с сего берут. Очень испортились.
0	"@Beeline_RUS #Королёв пр-т Королева д. 14. По состоянию уже на 05.01. - появятся ""возможно"" - #hope #билайн #fail http://t.co/HacSdqX1lW"
0	малина-билайн отключить с сайта http://t.co/GyQ0Tu6Mjs
1	@tufodotybecu, Готовы к любой погоде! «Билайн» раздаст бесплатные дождевики гостям Пикника «Афиши»!
-1	У вас тоже @beeline_uz гребет деньги со счета?
0	«Вымпелком» возобновил прямой контракт с Apple
0	@Beeline_RUS а почему я не в курсе? http://t.co/tC5YPxOa63
0	RT @sahonokogafiti: http://t.co/UkEMvDu3UJ Интервью - Михаил Слободин, гендиректор «Вымпелкома»
-1	Оператор хоть и обещал связаться в теч. суток, но ни денег, ни звонка я не  дождалась @Beeline_RUS #мошенники
-1	Люцифера нет на этот Билайн! Отрубился он,видите ли.Оставили людей без Интернета.Хрен понять,что там случилось.Надеюсь, завтра все будет оk.
-1	@Beeline_RUS оператор также был предупрежден, что в случае отсутствия ответа в теч.суток, я перенаправлю жалобу в Роспотребнадзор
-1	@_angryclown билайн тоже не радует
0	@anora70 Приносим извинения и спешим сообщить,что мы постоянно расширяем покрытие сети и строим новые БС #билайн
0	Число участников Beeline Club достигло 4 млн. человек.
0	драйвера usb модем билайн zte mf http://t.co/zxkgrswfbH
0	+77777777*70: VIP номера-все сотовые операторы-для Вашего имиджа! билайн 77777777670-2222 $ кселл 77018877773-... http://t.co/ia2gQhuAGu
0	"@fedinakseniya Ты поехала до Пети? Я в Билайне, продавца достала своим ""а это точно не подделка, давайте гарантийный талон и все дела""!"
-1	Билайн, гори в аду
0	@termitkin Доброе утро! Указанный Вами тарифный план доступен для действующих абонентов. Переход возможен. #билайн
0	обжать провода - починить билайн тв и интернет, починить розетку http://t.co/C9jUO81NtE
0	@sashaosintsev Чтобы мы могли на ситуацию повлиять, нам требуется Ваш номер.Пож-та,отправьте его и ссылку на твит нам на pomogite@beeline.ru
-1	Сижу на балконе на 11 этаже (только там ловит мерзкий билайн) - как думаете - стоит ли кинуть яйцом в порше кайен внизу?
0	#история Компания «Билайн» начала пользоваться виртуальным промоутером
0	@akhmad8133 Если ситуация не изменится, пожалуйста, сообщите нам об этом. #билайн
0	RT @xutelermur: услуга позвони мне билайн http://t.co/TIsFviMf6z
0	"RT @snider6579: ""Билайн"" меняет принцип тарификации мобильного интернета"
0	@NikaBogdanova -&gt; работает с 9 до 22, в субботу и воскресенье с 10 до 21. #билайн
0	@Elena_Vanilka Программа не так давно. #билайн
0	@DmitryMarlinsky эээ. Как бы тебе сказать. Ролик билайна последний, как пример. Какой он и что рекламирует - не помню. Тонусы какие-то :)
0	"@ilyashka777 у тебя на статусбаре ""Beeline"" или ""Билайн"" ???"
-1	Мое одиночество не спасает даже любимый Билайн, что шлет мне смс с какой-то херней.
0	@morozovann, доброго дня! Примите, пожалуйста. искренние извинения за неудобства. #билайн
-1	Какого хрена у Билайна интернет не работает?
0	@dmn_42 Здравствуйте! Подскажите, пожалуйста, проблема актуальна? Как сейчас обстоят дела с работой интернета? #билайн
-1	У Билайн самый дорогой инет из всех операторов сотовой связи. А у меня к нему карточка привязана. ЭЭЙ, БИЛААЙН, СОСИТК ХЕР
0	Всегда на связи! #билайн суть #барнаул http://t.co/rKTOPWuZmp
0	@A_n_g_i_e_ =&gt;номер и ссылку на твит. #билайн
0	@lyubov_orlova, здравствуйте! Что происходило при звонке? #билайн
0	@abogachev Ваше письмо сейчас рассматривается нашим специалистом. Ожидайте, пожалуйста, звонка. #билайн
0	@vovich76, здравствуйте! На данный момент впорос решен? Уточните, пожалуйста. #билайн
0	@HeroOfCaldeum Вы всегда можете обращаться к нам при помощи социальных сетей. Готовы помочь в разрешении любой ситуации. #билайн
0	@pprikazchikov Для детальной проверки отправьте, пожалуйста, описание ситуации, ссылку на твит и Ваш № тел. на pomogite@beeline.ru. #билайн
0	@ah_Sukhanova Здравствуйте! Подскажите, пожалуйста, сейчас наблюдаются ограничения в работе мобильного интернета? #билайн
0	@VVind2033 Антон, здравствуйте! Уточните, пожалуйста, какой интернет имеете ввиду: проводной или мобильный? #билайн
0	RT @moneymatika: «Легкий контроль» от «Билайн» стал еще легче http://t.co/ixP830UvhH
0	@f_marina78, здравствуйте! Пришлите, пожалуйста, номер модема, конт. тел. и ссылку на твит нам на pomogite@beeline.ru для проверки. #билайн
0	@darkalex672 Чтобы мы могли на ситуацию повлиять, нам требуется Ваш номер. Пожалуйста, отправьте его и ссылку на твит на pomogite@beeline.ru
0	Вымпелком выплатит материнской Vimpelcom 21 млрд рублей дивидендов за 9 месяцев
0	@vito_corvalone Здравствуйте! подскажите, пожалуйста, Вы используете проводной или мобильный интернет? #билайн
0	@knardina Здравствуйте! Подскажите, пожалуйста, какой у Вас интернет: проводной или мобильный? Сейчас работает? #билайн
0	@adilinka1 Здравствуйте! Подскажите, пожалуйста, в связи с чем принято решение перейти в другую компанию? #билайн
0	@dmn_42 Если возникнут дополнительные вопросы, пожалуйста, обращайтесь! #билайн
0	@Beeline_RUS почему медленная скорость на номере 89054356462?
0	@arcoolov Услуга позволяет бесплатно узнать код города,страны,правила набора или географическую принадлежность номера. #билайн
0	уважаемые абоненты, билайн объявляет о вводе в эксплуатацию единого номера для отписки от спама и нежелательных сообщений, приходящих с
-1	"""Ваша смс не доставлена. Мне в лом. БиЛайн"""
0	В рамках акции Beeline Club абоненты обменяли на смартфоны сотни тысяч бонусных баллов http://t.co/57DdkVrjxb #uzb
0	@Beeline_RUS Это станции метро)
-1	"уже второй вечер твориться хрень с ""Билайном"", ни куда не могу дозвониться, сеть постоянно ""прыгает"""
0	«Хрустальная гарнитура» для Билайна http://t.co/xYuebyeOz6
0	http://t.co/dazjmp8iML безлимитные звонки билайн
0	RT @beeline_uz: Веселой вам пятницы! :) http://t.co/3hdIT568qp
0	@pavel_kvo Мы сможем на это повлиять,зная Ваш номер.Пож-та,отправьте его,точный адрес,время сбоя и ссылку на твит на pomogite@beeline.ru.
0	@iPashamoscow =&gt;Для исправления работы связи потребуется Ваш номер и ссылка на твит.Данные Вы можете отправить на pomogite@beeline.ru.
0	@pprikazchikov Здравствуйте! Подскажите, пожалуйста, мы вчера просили отправить нам письмо? Вы отправляли? #билайн
-1	Тем временем у Билайн сменился слоган. Слоган стал унылым, скучным, снобским :(
0	@pavlovalex Здравствуйте! Уточните, пожалуйста, ограничения возникли со связью или с интернетом? #билайн
0	RT @UzbNews: «Билайн-Ўзбекистон» раҳбари ўзгарди http://t.co/LN8hfHe1DX #uzb
0	RT @_Beeline_kz: @AzatBakhamov При необходимости, пожалуйста, обращайтесь всегда рады Вам помочь! (Денис С.)
0	"@dominik2050 Уточните, пожалуйста, у Вас не подключена услуга ""Черно-белые списки""? #билайн"
0	сколько стоит узнать где находится абонент билаин http://t.co/SyCiR85mLm
0	@beeline_dv А это Биробиджан. http://t.co/XegFRm3hBf
0	@alexzvezd это не только у #билайн но и у #авангард
-1	не пойму, это контактику пизда или билайну?
0	@MaksimovaMary Если понадобится наша помощь, пожалуйста, обращайтесь. Будем рады Вам помочь! #билайн
0	@Beeline_RUS думаю, что уже никаких проблем нет, но все таки 0896683936
0	@Asya_v_domike Добрый день!Если у Вас возникли сложности или вопросы,Вы можете написать нам.Готовы помочь в решении. #билайн
1	Через 8 дней стану абонентом Билайн, номер сохраняется
0	"RT @Beeline_sib: Как вы переходите с одной баз.станции на другую? Есть ли LTE на iPhone?
Самые интересные вопросы-ответы о сот.связи -http:…"
0	@Beeline_RUS точнее, в Deira City Centre есть Билайн Телеком - это вы?
-1	@AntonKolbasov @Beeline_RUS Значит Билайн не только в Саранске лагает 0
0	@Eastern69 @Beeline_RUS Это везде. Это Россия!))
0	@Beeline_RUS здравствуйте, замерил скорость, как говорили по телефону. http://t.co/jG7pYrZvh8
0	«ВымпелКом» не продлил контракт с генеральным директором своего узбекского филиала http://t.co/y0S8oooxbf
0	@lenka_tishenko модем у меня билайн)а про телефонную связь))
0	@Beeline_RUS, спасибо.  @pSyCho_EVE, доброй ночи. Напишите, пжл, Ваш номер в личку. Мы проверим. (Ерлан Ш.)
0	@_Beeline_kz добрый вечер, я позвонил для того чтобы узнать могу ли я пользоваться услугой интернет целый год за 9 тыс.тг
0	операторы постоянно преподносят свои сюрпризы — к примеру билайн недавно сделал новый сайт
0	программу установки билайна на планшет http://t.co/iRXUocCzX8
0	3G модем/Уcилeния ДЛЯ МОДЕМА БИЛАИН http://t.co/Gb1awDnTmv
0	Новые кадровые назначения и изменения в организационной структуре Beeline в Украине
0	более 10 лет таким буферным оператором являлась компания билайн
-1	Билайн-интернет, ты меня убиваешь! Заработай уже! #билайн #beeline
0	@eldarn94,здравствуйте! Благодарим Вас за отзыв! Мы готовы помочь Вам в решении любых вопросов. Если что, пожалуйста, обращайтесь. #билайн
0	@Kabatchikova,направьте,пож-та,на pomogite@beeline.ru Ваш №,примеры (дату,время,точный адрес ограничений) и ссылку на твит.Проверим.#билайн
0	@ickep Вы используете проводной или мобильный интернет? #билайн
0	@RedSnow_Rs1 Вероятно не совсем верные парам. интерн. в телеф.. Отправьте, пож-ста, Ваш № телефона и ссылку на твит на pomogite@beeline.ru
0	@papilkin Отправьте, пожалуйста, эти данные и Ваш номер телефона на pomogite@beeline.ru. #билайн
0	Билайн, чего?! Метеорит? http://t.co/hbjkvOs4Wl
0	@DimaBeeline Хм, есть малёха)
0	Реклама Билайн: Возьми трубку! http://t.co/i9SwdycqMy
-1	Обращаюсь к @Beeline_RUS устал от вашего домашнего инета. В договоре написано одно, а по факту получаю 3 мбт вместо 100! Скоро откажусь
0	тема билайн на телефон нокиа http://t.co/MoQFicj8Mj
0	@Beeline_RUS На самом деле, планируется ли в Кизляре 3g в полном объеме?
-1	Билайн питается моими деньгами,хотя раньше выходило довольно дешево,наверное,прийдется прощаться....
0	@ryazantseff Добрый день!Вы пользуетесь интернетом напрямую или через роутер?Уточните Ваш логин.Мы проверим, с чем связана ситуация? #билайн
